age,Graduated,marital,Profession,defaulter,loan,CustGender,state,Transaction mount,CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
29,Yes,single,Entertainment,no,no,M,New York,105,122580.12,112,79,own,little,NA,6786,11,Home loan,2,0,56,21712,12,Average,3
55,No,married,Entertainment,no,no,M,New York,56,59880.42,79,53,own,little,moderate,6593,15,Home Appliances,6,0,45,16110,8,Average,6
36,No,married,Healthcare,no,no,M,New York,38,6308.07,77,28,own,NA,NA,17246,41,education,7,2,90,18932,10,Low,2
39,Yes,married,Engineer,no,no,M,New York,51,9686.25,74,64,own,little,moderate,3877,20,car,6,1,90,1713,10,Low,3
58,Yes,married,Artist,no,no,M,New York,97,89633.04,98,77,free,little,NA,467,35,education,7,0,28,8270,14,Average,3
37,Yes,single,Artist,no,no,M,New York,89,21220.6,116,72,own,little,moderate,7297,39,car,3,1,38,23617,14,Average,2
28,Yes,single,Artist,unknown,no,M,New York,107,3342.3,115,76,own,little,moderate,5520,2,car,2,3,71,22947,13,Average,3
34,No,married,Healthcare,no,no,M,New York,47,22957.04,76,27,own,little,NA,17818,12,Home loan,3,2,17,8450,6,Low,2
54,No,divorced,Artist,no,no,M,New York,41,631.68,63,15,free,little,moderate,5863,6,repairs,4,0,99,2619,,Low,2
27,No,single,Lawyer,no,no,M,New York,86,24278.68,125,71,free,NA,NA,16179,41,car,2,3,53,22125,10,High,3
31,Yes,single,Artist,no,no,M,North Carolina,75,22686.03,110,74,free,little,little,2480,48,Home loan,3,2,81,23647,,Low,2
48,Yes,married,Entertainment,no,no,F,North Carolina,74,66.34,92,79,own,little,little,17864,51,car,2,3,18,7770,12,Average,2
46,Yes,married,Artist,no,no,M,North Carolina,117,1404.54,111,83,rent,little,little,1846,2,Home loan,4,1,0,20447,10,High,6
40,No,single,Engineer,no,no,M,North Carolina,58,61806.32,75,15,own,little,little,8363,48,domestic appliances,3,3,28,3375,8,Low,1
47,Yes,married,Entertainment,unknown,yes,F,North Carolina,54,11186.56,93,56,own,little,little,12062,16,Home loan,4,1,95,19958,,Low,6
47,Yes,married,Healthcare,unknown,no,M,North Carolina,51,29707.76,100,63,rent,little,little,12745,43,Home Appliances,7,0,44,17770,13,Low,4
58,No,married,Healthcare,unknown,no,M,North Carolina,48,13806.62,74,50,rent,NA,moderate,7633,53,car,5,2,33,1606,8,Low,4
51,Yes,married,Artist,unknown,yes,M,North Carolina,94,18376.69,109,65,own,rich,NA,4817,16,business,5,9,40,24380,10,Average,4
36,Yes,married,Entertainment,unknown,no,M,North Carolina,75,149010.63,74,56,own,little,moderate,11146,10,car,5,3,48,4250,10,Low,3
36,Yes,married,Healthcare,no,no,F,North Carolina,55,10875.92,106,58,rent,NA,little,13999,55,vacation/others,1,0,87,20734,10,Low,5
36,No,single,Doctor,unknown,no,M,North Carolina,50,652.18,90,16,own,moderate,moderate,9349,11,car,6,6,49,15367,10,Low,1
46,Yes,married,Entertainment,unknown,no,M,North Carolina,55,41.75,95,62,own,little,little,9445,33,car,5,0,66,10547,12,Low,6
50,Yes,married,Doctor,unknown,no,M,North Carolina,50,12324.76,72,59,own,little,moderate,3468,18,business,4,0,9,2691,9,Low,5
47,Yes,divorced,Healthcare,no,no,M,North Dakota,82,3823.04,108,85,free,little,NA,9839,17,car,2,1,84,22084,11,Average,3
60,No,married,Homemaker,unknown,no,M,Ohio,36,36168.08,52,22,own,little,NA,4190,50,business,5,1,19,4808,5,Low,2
36,No,married,Engineer,no,no,M,Ohio,94,16179.72,92,66,own,little,moderate,17003,30,Home Appliances,6,2,97,13923,14,High,2
25,Yes,single,Artist,no,no,M,Ohio,89,67820.9,128,85,rent,little,moderate,4038,32,Home loan,2,0,19,29861,14,Average,1
40,Yes,married,Artist,unknown,no,M,Ohio,57,11558.23,110,70,rent,little,moderate,8400,31,education,5,3,10,23195,13,Low,6
36,No,married,Entertainment,no,no,M,Ohio,48,961.85,55,27,own,little,NA,16218,44,Home loan,4,2,32,3025,1,Low,5
37,No,married,Lawyer,unknown,no,M,Ohio,72,0.43,101,58,own,little,rich,13332,27,Home loan,5,0,33,24984,13,High,2
46,No,married,Executive,unknown,no,M,Ohio,79,2182.56,102,56,own,quite rich,little,7113,16,Home loan,10,5,72,24193,,High,4
49,Yes,married,Artist,no,yes,M,Ohio,87,65529.65,91,62,own,little,NA,3707,8,business,4,3,31,8057,12,Average,6
42,Yes,married,Artist,unknown,no,M,Ohio,79,9275.91,90,80,rent,moderate,moderate,16399,11,Home Appliances,9,5,30,7244,,Average,2
37,Yes,married,Artist,no,no,M,Ohio,89,1540.62,90,69,own,little,NA,17871,53,Home Appliances,5,1,13,12814,13,Average,6
36,No,married,Homemaker,no,yes,F,Ohio,47,9904.14,59,24,own,NA,NA,3378,38,car,4,0,10,3119,2,Low,3
57,No,married,Healthcare,no,yes,M,Oklahoma,59,1972.56,70,40,own,moderate,little,10589,36,domestic appliances,5,5,48,2614,9,Low,5
39,Yes,married,Artist,no,no,M,Oklahoma,77,13783.33,112,67,own,moderate,rich,7345,57,car,10,7,58,21431,13,Average,4
28,Yes,married,Doctor,no,no,M,Oklahoma,52,201592.42,109,67,own,rich,little,6125,17,Home Appliances,2,7,24,21325,13,Low,3
47,Yes,married,Artist,no,no,M,Oklahoma,77,2047.65,88,70,rent,little,little,7924,20,car,3,3,74,12887,10,Low,4
42,Yes,married,Artist,unknown,no,M,Oklahoma,56,10618.24,87,55,own,little,NA,2208,6,Home loan,4,3,1,15849,8,Low,6
34,Yes,married,Artist,no,no,F,Oklahoma,70,12719.89,99,52,own,NA,moderate,625,51,business,1,2,28,19691,11,Low,3
51,Yes,married,Artist,no,yes,M,Oregon,95,34678.51,114,60,free,NA,moderate,3644,54,Home Appliances,6,2,67,22942,14,Average,5
30,No,single,Healthcare,no,no,M,Oregon,46,9373.74,72,4,own,little,little,4585,42,car,4,0,88,2470,8,Low,1
33,No,single,Engineer,no,no,M,Oregon,47,46882.27,85,25,own,moderate,moderate,576,3,Home loan,5,8,47,7450,8,Low,2
58,No,married,Healthcare,no,no,M,Oregon,58,71004.8,83,58,own,little,NA,9424,21,car,5,3,88,15587,6,Average,2
36,Yes,married,Artist,unknown,no,F,Oregon,54,477156.52,109,53,own,little,moderate,7634,27,business,2,3,64,23503,10,Low,5
39,No,divorced,Doctor,unknown,no,M,Oregon,36,22850.88,76,9,own,little,NA,10239,25,car,3,0,11,13369,7,Low,2
31,No,single,Artist,no,no,M,Oregon,75,480.02,92,46,own,NA,NA,340,44,business,3,0,7,10346,,Average,2
45,Yes,single,Artist,unknown,unknown,M,Oregon,74,5795.3,109,73,rent,little,little,9595,44,Home loan,3,3,31,23981,11,Low,2
34,Yes,single,Executive,no,yes,M,Oregon,109,16369.59,131,95,free,little,little,4576,37,Home Appliances,4,3,46,28500,10,High,2
33,Yes,divorced,Entertainment,no,no,F,Oregon,85,2114.58,118,80,own,NA,NA,5293,15,Home Appliances,4,3,60,24234,13,Average,2
35,Yes,married,Lawyer,unknown,no,F,Oregon,104,7371.9,113,82,own,little,rich,11214,32,Home loan,2,2,77,24576,,High,4
39,No,married,Healthcare,no,no,F,Oregon,52,37486.64,50,35,rent,moderate,moderate,8707,7,car,2,0,74,3158,0,Low,4
42,No,single,Executive,unknown,no,M,Pennsylvania,95,90546.77,122,75,own,quite rich,NA,11176,46,Home loan,6,7,66,24417,10,High,2
37,Yes,married,Artist,no,no,M,Pennsylvania,89,70714.1,117,77,own,NA,NA,3290,19,education,5,0,69,21384,10,Average,4
42,Yes,single,Entertainment,no,unknown,M,Pennsylvania,107,10191.55,105,74,own,little,little,15513,42,Home Appliances,3,0,18,23397,13,Average,2
48,Yes,single,Artist,no,unknown,F,Pennsylvania,85,1007.11,90,68,own,little,little,16684,37,Home loan,1,2,37,16283,11,Low,1
29,Yes,married,Executive,no,no,M,Pennsylvania,91,257342.94,114,86,own,NA,moderate,1886,7,Home Appliances,3,0,47,23437,,High,3
59,No,married,Artist,no,no,F,Pennsylvania,33,10191.67,61,41,own,little,NA,9483,29,Home loan,4,0,40,4574,0,Low,2
32,Yes,single,Entertainment,no,no,M,Pennsylvania,90,66150.98,100,78,free,little,moderate,3154,8,car,3,2,76,5446,13,Low,1
31,No,married,Healthcare,no,no,F,Pennsylvania,32,321.79,79,50,own,little,NA,8076,23,education,4,2,0,19782,10,Low,2
52,Yes,married,Artist,unknown,no,M,Pennsylvania,85,7.03,112,77,own,quite rich,NA,14778,55,Home Appliances,9,5,26,20482,11,Average,5
46,Yes,married,Artist,no,no,M,Pennsylvania,73,1454.43,85,67,own,little,NA,4447,46,Home Appliances,7,2,19,11320,8,Low,6
25,Yes,married,Artist,no,no,F,Pennsylvania,72,7615.29,112,63,own,little,NA,11638,57,Home Appliances,1,0,63,21863,13,Average,6
36,Yes,married,Engineer,no,no,M,Pennsylvania,75,20692.42,71,62,rent,little,little,11203,58,Home Appliances,4,2,92,3899,9,Low,3
23,Yes,married,Artist,no,no,M,Pennsylvania,70,32645.4,119,67,own,little,little,747,19,education,4,1,5,23520,11,Average,3
42,No,single,Engineer,no,no,M,Pennsylvania,80,5336.67,93,30,own,little,moderate,538,45,repairs,2,0,36,12722,14,Average,3
43,Yes,married,Entertainment,no,no,M,Puerto Rico,67,10231.18,79,69,free,moderate,NA,18378,10,education,8,4,95,16679,6,Low,6
29,Yes,single,Lawyer,no,yes,F,Rhode Island,89,43373.68,108,78,own,little,NA,8788,43,Home Appliances,1,3,49,23963,10,Low,1
45,Yes,married,Engineer,no,no,M,South Carolina,76,5527.36,72,62,own,little,little,14959,10,Home Appliances,3,1,99,1728,8,Low,5
45,Yes,married,Doctor,no,no,F,South Carolina,64,356681.1,83,65,own,NA,NA,17581,35,business,4,2,32,12824,9,Low,4
27,Yes,single,Healthcare,unknown,yes,M,South Carolina,75,24454.5,109,68,own,little,little,2877,34,Home loan,4,1,96,24061,14,Low,2
35,No,married,Entertainment,no,no,F,South Carolina,50,3661.39,57,32,own,quite rich,NA,18077,57,car,4,1,75,3540,5,Low,6
35,No,married,Doctor,no,no,M,South Carolina,36,2.85,76,35,free,little,rich,13563,19,car,6,3,40,8764,10,Low,4
39,No,divorced,Healthcare,no,yes,M,South Carolina,34,54218.12,63,5,own,little,little,11207,11,education,3,0,82,2864,5,Low,1
29,No,married,Executive,no,no,M,South Carolina,60,126352.67,51,28,own,little,little,17222,29,education,7,1,0,1977,5,Low,4
46,Yes,divorced,Artist,unknown,no,M,South Carolina,90,9875.27,104,67,rent,little,moderate,17055,30,Home loan,2,2,43,22485,11,Low,2
39,No,married,Entertainment,no,no,M,South Carolina,42,81510.68,75,49,free,little,little,4298,48,car,5,0,11,3998,9,Low,4
34,No,married,Entertainment,no,no,M,South Dakota,77,5207.42,105,42,own,moderate,moderate,17871,5,car,5,4,56,21130,12,Average,3
44,Yes,divorced,Artist,no,no,M,South Dakota,122,404.24,135,85,own,little,NA,839,25,car,3,1,41,33585,11,High,3
35,No,married,Doctor,no,no,M,South Dakota,53,760.3,66,25,free,little,little,4552,57,car,4,1,54,4330,4,Low,6
33,Yes,single,Artist,no,yes,M,South Dakota,107,8762.84,147,96,own,little,moderate,2568,49,car,3,0,49,32291,13,High,2
41,Yes,single,Artist,unknown,no,F,South Dakota,86,41671.92,108,70,own,NA,NA,13682,11,Home Appliances,1,3,89,21942,12,Low,3
37,Yes,married,Artist,no,no,M,South Dakota,50,34018.79,83,64,own,little,moderate,12983,6,business,3,2,62,11781,9,Low,6
40,Yes,single,Artist,unknown,no,M,Tennessee,106,263,113,77,own,little,moderate,1457,55,Home loan,3,0,47,20161,10,Average,1
42,Yes,divorced,Artist,no,no,M,Tennessee,95,501.1,106,85,own,little,rich,14845,6,Home Appliances,2,3,56,23732,11,Average,2
55,Yes,married,Doctor,no,no,M,Tennessee,70,300425.12,76,55,own,NA,little,14477,12,car,4,3,46,7235,9,Low,4
46,No,married,Healthcare,unknown,no,M,Tennessee,36,50871.97,50,43,rent,little,NA,8153,10,Home loan,5,3,35,4501,4,Low,3
37,Yes,married,Homemaker,no,no,M,Tennessee,113,1,133,83,own,little,moderate,14598,3,Home loan,6,2,50,33932,10,High,6
39,No,married,Executive,no,no,M,Tennessee,93,8882.58,114,61,own,little,rich,14816,13,education,4,0,26,23547,12,High,6
40,Yes,married,Homemaker,no,no,F,Tennessee,55,55845.38,103,59,own,little,NA,10969,47,vacation/others,0,0,25,20926,13,Low,3
52,No,married,Entertainment,no,yes,F,Tennessee,78,8.75,76,41,own,rich,moderate,5560,18,Home loan,3,0,66,7710,9,Average,5
43,No,married,Entertainment,no,unknown,M,Tennessee,57,2825.5,67,38,free,little,NA,10710,31,business,3,2,58,4268,4,Low,6
51,Yes,married,Artist,no,no,M,Texas,78,3469.98,100,62,own,little,little,5379,39,car,4,3,95,7112,13,Low,3
45,No,divorced,Homemaker,unknown,no,M,Texas,105,13377.72,106,62,own,little,rich,518,56,Home Appliances,3,0,54,22575,,High,3
40,Yes,divorced,Lawyer,unknown,no,M,Texas,115,1011035.79,130,92,own,moderate,NA,5411,6,business,6,7,60,33551,12,High,1
28,Yes,single,Engineer,unknown,no,M,Texas,79,4132.27,97,61,own,moderate,NA,16833,15,business,6,5,13,11093,,Low,3
33,Yes,single,Lawyer,no,unknown,M,Texas,85,185401.34,97,63,own,little,NA,7419,13,car,3,3,3,7189,,Low,3
47,Yes,married,Artist,unknown,no,M,Texas,67,157847.04,80,62,rent,quite rich,NA,11929,57,car,9,5,60,13163,6,Low,3
54,Yes,divorced,Entertainment,no,no,M,Texas,89,35155.53,100,83,own,quite rich,NA,9050,53,business,4,8,86,12811,14,Average,2
46,No,married,Artist,no,no,M,Texas,50,5,55,34,rent,little,NA,1889,8,Home Appliances,5,0,10,3490,0,Low,3
36,Yes,married,Artist,no,no,F,Texas,77,6521.73,92,64,own,little,NA,4093,45,Home loan,3,1,30,13824,10,Average,3
46,No,married,Artist,unknown,no,F,Texas,96,53788.83,115,64,own,moderate,moderate,8981,15,Home Appliances,4,7,55,21723,,High,3
45,No,divorced,Healthcare,no,no,F,Texas,33,273452.12,77,20,own,little,little,1898,26,Home Appliances,2,3,69,19339,,Low,3
46,Yes,married,Healthcare,no,yes,M,Texas,75,20243.35,105,68,rent,little,NA,436,7,Home Appliances,7,1,67,20098,13,Low,5
30,No,married,Healthcare,no,no,M,Texas,54,387.7,68,28,rent,little,NA,8333,46,education,3,2,47,3877,5,Low,3
55,Yes,married,Artist,no,yes,F,Texas,69,7371.9,91,67,rent,NA,NA,1172,5,Home Appliances,5,0,52,16301,14,Low,6
45,No,married,Entertainment,unknown,yes,M,Texas,50,13570.07,110,49,own,little,NA,3131,48,Home Appliances,5,1,35,20324,14,Average,3
45,Yes,married,Artist,no,no,M,Texas,63,8174.45,100,62,rent,little,NA,11552,26,Home Appliances,3,2,79,7666,,Low,2
51,Yes,married,Doctor,unknown,no,F,Utah,51,67064.5,89,50,rent,moderate,moderate,7386,36,business,5,1,23,19484,8,Low,3
31,Yes,single,Lawyer,no,no,M,Utah,83,4644.5,103,78,own,NA,NA,8038,27,car,4,3,51,20142,11,Low,2
33,Yes,married,Healthcare,no,no,M,Utah,56,240548.11,75,57,own,NA,rich,18123,14,Home Appliances,6,0,48,3410,7,Low,4
45,No,divorced,Healthcare,unknown,no,M,Utah,50,4695.95,82,12,own,moderate,moderate,17690,29,car,5,6,14,16143,10,Low,2
52,Yes,married,Artist,unknown,yes,M,Utah,87,13649.43,94,65,own,moderate,NA,13789,4,Home Appliances,6,7,53,5616,14,Average,5
35,Yes,married,Executive,no,no,M,Utah,99,81850.41,104,71,own,rich,little,14021,32,car,5,7,35,23726,13,Average,4
50,Yes,married,Artist,unknown,no,M,Vermont,98,68920.33,135,82,own,little,little,10981,45,Home loan,5,3,14,31587,12,High,3
48,Yes,married,Artist,no,yes,M,Vermont,81,258.83,108,71,rent,moderate,moderate,16872,6,repairs,10,7,86,21023,13,Average,6
41,Yes,married,Healthcare,unknown,no,M,Vermont,69,7036.2,90,70,rent,moderate,moderate,14923,35,Home Appliances,9,5,59,10523,11,Low,4
58,Yes,married,Entertainment,unknown,no,M,Vermont,78,5401.99,100,65,own,NA,little,10662,58,car,7,2,1,6262,11,Average,4
36,No,single,Healthcare,unknown,no,M,Virgin Islands,50,78903.88,90,1,own,little,NA,1743,23,Home Appliances,3,2,64,6751,11,Low,1
44,Yes,single,Artist,no,no,M,Virginia,81,39799.66,100,74,own,quite rich,NA,7212,22,car,4,7,5,18524,14,Low,1
38,No,single,Artist,no,no,M,Virginia,50,63207.57,60,17,own,little,moderate,614,33,Home Appliances,4,3,75,4254,,Low,2
38,Yes,married,Lawyer,unknown,no,M,Virginia,96,307097.28,137,72,rent,little,NA,11172,56,car,6,2,98,30906,12,High,3
53,Yes,married,Artist,no,no,M,Virginia,100,3188.18,96,73,own,little,NA,10309,59,Home Appliances,6,3,42,19219,12,Average,3
37,Yes,married,Doctor,no,no,M,Virginia,80,60949.06,104,66,own,little,rich,3234,19,education,6,2,35,22854,12,Low,5
29,Yes,single,Artist,no,no,M,Virginia,112,978298.68,136,96,own,quite rich,NA,17379,45,Home loan,4,6,27,29361,14,High,2
35,Yes,married,Artist,no,no,F,Virginia,57,38506.98,89,60,rent,little,little,5165,38,car,1,0,85,12824,8,Low,3
59,Yes,married,Artist,no,no,F,Virginia,56,190724.96,89,55,rent,moderate,rich,17695,23,Home Appliances,5,3,10,16664,10,Low,3
38,Yes,married,Lawyer,unknown,yes,M,Virginia,120,4002.21,132,80,free,moderate,moderate,12098,12,business,8,6,7,27611,11,High,3
34,Yes,single,Artist,no,no,M,Virginia,87,12141.05,105,77,rent,little,moderate,12701,50,business,2,1,93,22184,14,Average,1
28,Yes,married,Artist,no,no,M,Virginia,84,3099.57,104,65,own,quite rich,NA,2384,25,car,10,7,37,21271,14,Average,3
43,Yes,married,Artist,unknown,yes,M,Virginia,55,2797.57,100,64,own,moderate,moderate,3543,17,car,7,5,50,11354,12,Low,4
45,Yes,divorced,Artist,no,yes,M,Washington,102,95.99,142,100,own,little,moderate,1987,57,Home loan,4,3,42,31720,14,High,1
31,Yes,single,Doctor,no,no,M,Washington,105,162702.14,123,96,own,little,moderate,12423,14,Home Appliances,4,2,58,23204,,High,1
34,No,married,Artist,no,no,M,Washington,59,19040.29,67,45,own,little,moderate,7428,23,Home Appliances,3,0,6,3662,3,Low,2
50,No,divorced,Engineer,unknown,no,M,Washington,71,183711.95,90,42,own,quite rich,NA,1728,34,Home Appliances,4,6,87,17568,11,Average,3
38,Yes,single,Artist,no,no,M,Washington,71,27483.65,96,68,own,little,little,13317,31,education,2,1,4,19580,14,Low,1
39,No,married,Artist,unknown,no,M,Washington,54,475011.1,53,43,own,NA,NA,687,54,car,3,0,87,2688,0,Low,4
41,Yes,married,Artist,no,no,M,Washington,78,84613.27,110,58,free,little,little,4838,6,Home Appliances,7,2,11,24195,14,Low,4
29,Yes,married,Artist,no,yes,F,Washington,81,37709.78,107,77,own,little,moderate,2883,26,car,5,2,6,23423,11,Average,6
34,No,single,Artist,no,yes,M,Washington,45,39430.27,77,16,own,NA,NA,17956,34,car,3,3,100,14048,7,Low,2
45,Yes,married,Artist,unknown,no,M,Washington,73,63681.01,88,52,own,NA,NA,2891,40,Home Appliances,5,2,9,10623,9,Low,6
42,Yes,married,Entertainment,unknown,unknown,M,Washington,78,67697.88,77,54,own,little,NA,18389,39,Home Appliances,5,3,6,11030,,Low,3
32,Yes,married,Entertainment,no,no,M,Washington,70,6549.34,87,63,own,NA,rich,14250,48,Home Appliances,7,3,53,11773,9,Low,4
41,No,married,Executive,no,no,M,Washington,93,54353.5,97,60,rent,moderate,moderate,4334,8,car,8,5,56,11645,13,High,4
49,No,married,Executive,no,no,F,Washington,78,28812.93,78,41,own,little,rich,3793,13,Home Appliances,4,0,58,11915,9,Average,6
46,Yes,married,Engineer,unknown,no,M,Washington,51,218759.95,83,53,own,rich,moderate,3788,3,education,4,9,28,10521,9,Low,6
39,No,married,Healthcare,unknown,no,M,Washington,37,14303.91,74,45,own,little,little,2457,15,car,6,2,98,1902,6,Low,2
45,Yes,married,Entertainment,unknown,unknown,M,Washington,64,588350.11,95,62,own,quite rich,moderate,14828,19,Home Appliances,7,7,83,6307,10,Low,5
48,Yes,married,Lawyer,unknown,no,F,Washington,91,33518.84,131,85,own,little,NA,1124,10,car,4,3,46,28029,13,High,6
33,Yes,married,Healthcare,no,yes,M,Washington,59,4102.18,95,50,own,rich,NA,16351,16,car,5,7,8,19980,11,Low,6
52,No,married,Healthcare,no,no,F,Washington,50,2540.13,66,27,own,quite rich,NA,8956,48,Home Appliances,2,1,95,4993,3,Low,6
44,Yes,married,Artist,unknown,yes,M,Washington,109,9145.36,113,81,own,little,little,15312,7,Home Appliances,5,0,98,24453,11,High,5
44,No,married,Engineer,no,no,M,Wisconsin,86,88598.42,113,59,own,little,moderate,16018,8,business,7,0,8,20375,12,High,5
33,No,divorced,Doctor,no,no,F,Wisconsin,69,7823.2,92,52,own,rich,rich,8292,52,business,6,9,24,15129,11,Average,3
57,No,divorced,Doctor,no,no,M,Wisconsin,82,5838.69,85,37,free,little,moderate,15513,52,Home Appliances,4,3,90,10311,,Average,3
31,Yes,married,Engineer,no,no,F,Wisconsin,69,190306.79,78,68,own,little,little,2388,45,Home Appliances,2,1,78,8779,9,Low,4
52,Yes,married,Artist,no,unknown,F,Wisconsin,77,173315.38,79,68,own,little,moderate,15857,57,Home Appliances,2,2,43,5990,10,Low,5
40,Yes,single,Lawyer,unknown,no,M,Wisconsin,121,482006.26,125,96,rent,rich,NA,13100,29,car,6,10,47,24470,11,High,1
37,Yes,married,Engineer,no,yes,F,Wisconsin,99,70270.31,109,62,rent,little,NA,12321,43,car,1,3,8,20803,11,Average,5
39,No,married,Entertainment,no,no,M,Wisconsin,30,27.68,58,50,rent,NA,moderate,16453,33,domestic appliances,3,2,88,4141,3,Low,4
34,Yes,single,Executive,no,no,M,Wyoming,102,577313.02,127,70,own,little,moderate,10026,9,car,4,0,92,27104,,Average,1
38,Yes,single,Artist,unknown,unknown,F,Wyoming,83,48931.21,105,71,own,moderate,little,2728,10,car,2,6,29,24490,10,Low,1
43,Yes,married,Entertainment,no,no,M,Alabama,78,18716.91,81,65,own,little,NA,18438,21,car,5,3,20,16078,,Low,6
33,Yes,married,Marketing,no,yes,M,Alabama,98,1328.76,115,81,own,moderate,moderate,12841,39,business,6,6,45,24982,11,High,6
51,No,married,Entertainment,no,no,M,Alabama,74,2301.64,89,51,own,moderate,little,10205,45,car,8,7,6,8964,7,Average,2
51,No,married,Marketing,no,no,F,Alabama,30,8008.79,72,45,own,little,moderate,779,18,Home Appliances,0,1,29,4409,8,Low,4
50,Yes,married,Doctor,unknown,yes,M,Alabama,55,14764.01,95,56,own,NA,NA,5736,21,Home Appliances,4,2,21,14645,13,Low,6
45,Yes,married,Entertainment,unknown,yes,M,Alabama,73,39855.31,82,58,free,quite rich,little,817,39,Home loan,6,6,100,17929,6,Low,6
27,Yes,single,Lawyer,no,no,M,Alabama,101,41850.38,142,96,own,NA,little,11545,33,Home loan,4,2,84,32408,,High,3
50,Yes,married,Homemaker,no,no,M,Alabama,73,26886.66,73,59,own,little,little,18368,42,business,7,1,33,2631,9,Low,5
53,No,married,Healthcare,unknown,no,M,Alaska,47,8797.55,79,22,own,little,little,13143,29,car,5,3,34,5267,6,Low,3
42,No,married,Artist,unknown,no,F,Alaska,53,1459633.62,60,35,own,little,little,3628,20,car,0,3,42,4148,3,Low,6
41,Yes,married,Doctor,no,no,M,Arizona,60,93.6,84,70,rent,NA,NA,10275,47,car,7,2,14,7776,7,Low,4
57,Yes,married,Doctor,unknown,no,M,Arizona,83,2447.92,109,70,own,little,NA,1574,15,car,6,0,21,20993,14,Average,6
47,Yes,single,Artist,no,yes,M,Arizona,87,1556.83,101,65,rent,little,little,2034,24,Home loan,3,2,85,20827,10,Low,1
29,Yes,married,Lawyer,no,no,F,Arizona,72,36629.79,94,53,own,little,little,2558,58,car,4,0,92,13959,13,Low,3
39,Yes,single,Executive,no,yes,M,Arkansas,77,634188.12,91,71,own,moderate,moderate,8800,28,business,3,8,14,10544,13,Low,3
33,No,single,Lawyer,unknown,no,F,Arkansas,80,109901.28,102,68,own,little,NA,8484,40,Home Appliances,3,1,45,24173,,High,2
51,Yes,married,Executive,unknown,no,M,Arkansas,120,26384.16,137,81,own,rich,NA,13671,6,repairs,5,8,76,26858,12,High,5
37,No,married,Executive,unknown,no,M,Arkansas,47,10523.26,73,22,own,NA,little,4578,19,car,6,3,62,1604,7,Low,6
36,Yes,married,Artist,unknown,no,M,Arkansas,64,39670.01,85,64,own,little,rich,13980,22,car,4,0,19,16143,6,Low,2
48,No,married,Healthcare,no,no,F,Arkansas,37,56114.46,55,27,own,NA,rich,7258,39,Home Appliances,2,3,5,2733,2,Low,3
44,Yes,single,Artist,unknown,no,M,Arkansas,90,54699.02,90,74,rent,little,NA,7879,53,car,2,1,25,9334,14,Low,3
34,No,single,Healthcare,unknown,yes,F,Arkansas,35,318334.15,67,27,own,little,little,15774,42,car,5,1,20,1833,5,Low,3
54,Yes,married,,unknown,no,M,California,73,13913.45,96,62,own,NA,NA,6293,34,car,6,1,96,17914,10,Average,3
40,Yes,divorced,Artist,unknown,no,F,California,87,225387.87,106,78,own,little,little,741,47,Home loan,3,0,19,24517,10,Low,2
52,No,married,Marketing,no,no,M,California,41,112887.68,59,20,own,little,little,11443,27,Home Appliances,5,0,53,4911,1,Low,5
33,No,divorced,Marketing,no,no,F,California,36,71913.19,84,4,own,NA,NA,5558,27,car,1,3,22,6190,6,Low,1
35,No,married,Lawyer,no,no,M,California,56,25092.97,55,31,own,moderate,NA,11142,54,car,10,4,86,4804,3,Low,2
43,Yes,married,Executive,unknown,no,F,California,99,204863.48,130,76,own,little,moderate,3756,9,Home Appliances,4,2,85,34398,12,High,6
38,Yes,married,Healthcare,no,no,F,California,72,8326.22,92,52,free,little,little,10879,33,Home loan,2,1,35,13955,10,Low,3
55,Yes,married,Engineer,no,yes,M,California,74,2519.44,103,53,free,NA,NA,12453,13,car,4,0,19,24036,10,Low,4
42,Yes,married,,no,no,M,California,58,56659.59,77,65,own,little,moderate,9758,2,Home loan,4,0,53,7219,7,Low,4
40,Yes,single,Entertainment,no,no,M,California,102,141.01,122,86,own,little,NA,2305,18,Home Appliances,3,0,59,23147,12,Average,2
49,Yes,divorced,Executive,no,no,M,California,103,28481.86,124,91,own,NA,little,5710,30,car,4,3,31,23505,10,High,3
54,Yes,married,Doctor,unknown,no,F,California,56,136216.56,76,52,free,little,little,11195,10,education,2,2,53,9885,9,Low,6
49,Yes,married,Artist,unknown,yes,M,California,77,88598.42,72,52,own,little,NA,555,21,car,5,1,13,4919,8,Low,4
37,Yes,married,Artist,no,no,M,California,50,50218.62,94,61,rent,moderate,NA,2456,55,Home Appliances,9,7,80,5103,11,Low,3
54,Yes,married,Executive,no,no,M,California,99,13455.31,118,72,rent,quite rich,rich,14381,58,car,6,7,23,23431,14,High,4
33,Yes,married,Engineer,no,no,M,California,70,654305.43,70,67,own,NA,little,16289,22,car,7,1,68,2189,9,Low,2
49,Yes,married,Lawyer,no,no,M,California,91,9378.21,129,73,own,little,NA,6363,54,car,5,1,70,27365,10,High,2
36,No,married,Marketing,unknown,no,M,California,38,5775.29,70,42,rent,little,little,11396,17,Home Appliances,4,1,11,2324,8,Low,2
48,Yes,married,Healthcare,no,no,M,California,79,43858.35,110,66,free,rich,NA,1117,56,car,4,7,34,23423,13,Low,4
