age,Graduated,marital,Profession,defaulter,loan,CustGender,state,TransactionAmount (INR),CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
32,Yes,single,Entertainment,no,no,F,New York,701,225387.87,117,78,own,rich,rich,9249,39,Home Appliances,5,7,14,8519,3,Average,4
47,Yes,divorced,Entertainment,no,no,M,New York,92,7746.72,129,75,own,little,moderate,2707,9,Home Appliances,4,2,68,34516,,Average,3
33,No,married,Engineer,no,no,M,New York,100,2103.75,88,43,rent,little,little,4754,41,business,3,3,83,9474,7,Average,2
28,No,married,Executive,no,no,M,New York,42,384.44,108,46,free,rich,moderate,16823,52,business,5,8,68,6587,1,Average,4
51,Yes,divorced,Artist,unknown,no,M,New York,315.52,4626.95,99,69,own,little,little,2337,4,Home loan,2,1,92,2999,0,Low,3
37,Yes,married,Artist,unknown,no,M,New York,388,109339.57,91,71,own,moderate,moderate,6023,48,car,6,4,100,7154,8,Average,2
37,No,married,Lawyer,unknown,no,M,New York,350,34013.49,74,49,own,NA,NA,12528,35,business,7,0,86,4039,0,Low,1
34,No,single,Homemaker,unknown,yes,M,New York,180,6978.29,87,39,own,little,rich,2326,55,Home loan,4,3,94,5516,8,Average,4
31,No,married,Executive,no,yes,M,New York,1093,4241.68,110,70,own,little,moderate,17039,7,Home Appliances,7,1,86,5577,11,High,9
38,No,single,Artist,no,yes,F,New York,1112,18145.38,80,17,own,little,NA,10177,16,education,4,2,15,8628,1,Low,1
33,Yes,married,Doctor,no,no,M,New York,500,649.46,120,67,rent,little,rich,7173,38,Home Appliances,7,1,60,30137,8,Average,2
28,No,married,Engineer,no,no,M,New York,200,11641.66,77,23,rent,little,rich,16661,8,domestic appliances,6,2,18,9778,0,Low,5
41,No,married,Artist,no,no,F,New York,223,34606.62,56,36,own,little,moderate,13327,11,Home Appliances,3,2,16,20912,0,Low,3
29,No,married,Executive,no,no,M,New York,50,51504.03,93,53,own,quite rich,NA,10294,21,Home Appliances,9,5,84,14699,2,High,7
38,Yes,married,Homemaker,unknown,no,M,New York,2571,71631.94,102,68,own,quite rich,moderate,4784,35,Home Appliances,5,6,49,10350,2,Average,4
46,No,married,Healthcare,no,no,M,New York,1326,92477.53,69,25,own,little,moderate,13139,4,repairs,5,0,74,11346,0,Low,
36,Yes,married,Entertainment,no,no,F,New York,919,32500.73,119,75,own,moderate,little,7050,28,car,0,1,98,15987,0,Average,4
59,Yes,married,Entertainment,unknown,no,M,New York,30,2.75,95,58,own,little,little,683,54,car,4,0,49,19711,14,Low,2
44,Yes,married,Entertainment,unknown,yes,M,New York,715,2744.09,83,60,free,little,NA,12626,24,car,5,0,77,8650,1,Low,1
34,No,married,Homemaker,unknown,yes,F,North Carolina,5010,113729.63,101,62,own,quite rich,NA,9593,49,Home Appliances,6,6,86,34516,,High,2
36,No,married,Healthcare,no,no,F,North Carolina,200,1706.75,73,46,own,quite rich,little,11245,5,car,1,3,38,9748,,Low,
51,Yes,married,Artist,unknown,no,M,North Carolina,480,29854.14,111,74,own,little,NA,6176,37,car,5,1,11,2454,,Average,3
36,No,married,Artist,no,yes,M,North Carolina,1290,50101.1,74,20,rent,moderate,NA,5939,45,Home Appliances,5,5,36,34516,0,Low,1
58,No,married,Healthcare,no,no,M,North Carolina,1360,18185.23,113,60,free,NA,moderate,11911,17,Home loan,3,2,39,4255,8,High,6
39,Yes,married,Engineer,unknown,yes,F,North Carolina,5153.35,657502.31,126,76,free,little,moderate,8462,15,car,3,3,77,3271,0,High,2
42,Yes,married,Marketing,unknown,yes,M,North Carolina,6600,77581.71,90,66,own,little,NA,13024,8,Home Appliances,6,2,31,3480,9,Average,1
46,Yes,married,Entertainment,unknown,yes,M,North Carolina,1495,75753.93,101,57,own,NA,NA,15922,56,car,4,1,100,13306,0,Low,2
46,Yes,divorced,Entertainment,no,no,F,North Carolina,215,11081.23,92,63,rent,little,moderate,1004,50,car,3,3,10,13637,0,Low,4
41,No,single,Entertainment,no,no,M,North Carolina,200,3432.88,62,26,own,NA,NA,11468,3,car,2,3,79,6733,14,Low,3
36,Yes,married,Doctor,no,no,M,North Carolina,1828.52,103965.15,96,79,own,NA,moderate,3576,29,Home Appliances,5,0,26,2728,0,Average,3
60,Yes,married,Artist,no,no,F,North Carolina,348,40288.74,85,51,own,little,NA,12843,10,Home Appliances,2,0,7,6250,2,Low,1
43,Yes,divorced,Artist,no,yes,M,North Carolina,1882,2899.74,130,80,own,little,rich,12877,43,car,4,3,59,3653,9,High,2
30,Yes,married,Marketing,no,no,M,North Carolina,200,1434.23,107,66,own,little,little,9521,54,Home loan,3,0,87,22919,1,Low,1
43,No,married,Entertainment,no,yes,M,North Dakota,688,9202.12,76,25,own,little,moderate,2987,8,business,5,3,97,34516,1,Low,1
37,Yes,married,Entertainment,unknown,no,M,Ohio,500,40633.18,102,51,own,NA,moderate,5750,26,Home Appliances,4,0,8,4198,1,Low,1
52,No,married,Marketing,unknown,no,M,Ohio,59,841.34,74,27,free,little,moderate,9751,19,business,3,0,20,7532,,Low,4
41,Yes,married,Lawyer,no,no,F,Ohio,90,10566.03,86,53,own,little,moderate,16345,55,business,2,1,94,4587,0,Low,1
39,No,single,Engineer,unknown,no,M,Ohio,1618,24177.78,83,24,own,little,NA,15811,49,Home Appliances,4,1,65,12250,7,Low,5
29,No,single,Artist,no,yes,M,Ohio,456,69964.88,91,44,own,NA,NA,11031,14,repairs,3,1,41,17753,1,Average,2
29,Yes,single,Doctor,no,yes,M,Ohio,850,84711.03,115,79,free,little,NA,13075,50,Home Appliances,4,3,1,12535,9,Average,2
55,Yes,married,Artist,unknown,no,F,Ohio,766,18712.26,99,72,free,rich,moderate,2360,7,car,5,2,82,3541,1,Average,5
33,Yes,single,Lawyer,no,no,F,Ohio,1066,33402.52,132,91,free,little,NA,17611,16,education,4,3,23,14622,1,High,3
41,No,single,Doctor,no,no,M,Ohio,520,15055.39,86,5,own,NA,NA,18439,39,Home Appliances,3,2,70,23973,6,Low,1
53,Yes,divorced,Engineer,unknown,yes,M,Ohio,25,37992.36,97,69,rent,little,NA,2398,52,car,4,0,58,29200,5,Low,2
43,Yes,married,Doctor,no,no,M,Ohio,155,494723.4,90,55,own,NA,NA,12139,50,Home Appliances,4,2,74,10077,5,Low,
51,Yes,divorced,Artist,unknown,no,F,Ohio,179,29833.13,110,78,own,little,little,3550,24,vacation/others,0,2,88,8667,0,Average,2
31,Yes,married,Artist,unknown,no,M,Oklahoma,190,1405.44,102,56,rent,little,moderate,7876,58,business,4,0,66,12871,1,Low,1
45,Yes,married,Engineer,unknown,no,M,Oklahoma,498.44,49222.93,106,71,rent,NA,little,17048,55,education,6,2,1,2346,5,Average,5
40,No,married,Healthcare,no,no,M,Oklahoma,176.2,31146.73,65,21,own,little,little,13019,37,car,4,1,89,9919,,Low,
30,Yes,married,Artist,no,yes,M,Oklahoma,750,7657.7,70,54,own,little,little,8657,36,Home Appliances,4,2,0,17087,2,Low,2
37,,married,Lawyer,no,no,F,Oklahoma,1124,5790.11,106,,rent,little,moderate,10073,43,Home Appliances,5,2,67,5505,1,Low,1
56,No,divorced,Engineer,unknown,no,M,Oklahoma,4726,4500.37,84,6,own,NA,NA,1341,52,car,2,3,66,1902,1,Low,2
29,Yes,single,Artist,no,no,F,Oklahoma,604.57,4278.59,90,60,own,little,moderate,12502,14,Home loan,3,1,82,4254,,Low,1
30,Yes,married,Entertainment,no,no,F,Oregon,1000,266425.9,120,87,own,NA,NA,6745,5,Home Appliances,4,3,13,9854,0,High,5
36,No,married,Executive,no,no,M,Oregon,59,6041.12,105,52,free,quite rich,NA,14403,8,Home Appliances,8,5,84,7711,9,Average,4
32,Yes,single,Executive,unknown,no,M,Oregon,200,95483.13,90,74,own,moderate,NA,4949,51,business,5,7,22,3213,9,Low,1
41,Yes,married,Artist,no,no,F,Oregon,245,121463.43,109,64,own,little,little,5111,44,vacation/others,5,3,78,3132,4,Low,2
35,Yes,married,Homemaker,no,no,M,Oregon,2805,3659161.33,87,69,rent,little,little,16016,7,Home Appliances,3,2,25,9977,9,Low,3
45,Yes,married,Artist,unknown,no,M,Oregon,11900,44226.67,110,57,rent,little,NA,11647,40,business,6,3,97,5659,0,Low,3
40,Yes,divorced,Artist,unknown,no,F,Oregon,310,70636,114,77,own,little,moderate,4301,53,Home loan,3,1,57,17161,2,Average,4
34,Yes,single,Doctor,no,no,F,Oregon,130,4191.96,93,64,own,moderate,moderate,12616,35,education,0,7,79,5018,0,Low,5
45,No,married,Artist,no,no,M,Oregon,148,9025.74,60,42,own,moderate,little,14880,29,car,9,5,83,11474,0,Low,2
31,No,married,Engineer,no,yes,M,Oregon,1100,86161.83,76,37,own,little,little,1096,51,repairs,4,0,59,7925,0,Low,4
35,No,married,Healthcare,no,no,M,Oregon,100,13099.68,62,20,rent,little,NA,1678,36,Home Appliances,6,1,34,12793,,Low,2
58,No,married,Executive,unknown,no,M,Oregon,5000,14062.43,109,60,own,little,little,16266,12,car,7,2,12,4834,9,Average,2
48,No,married,Entertainment,unknown,no,M,Oregon,100,5042.67,91,50,own,NA,NA,4201,34,Home Appliances,3,0,16,1438.3,0,Average,
38,Yes,married,Artist,unknown,no,F,Pennsylvania,4372,246169.76,98,80,own,NA,rich,1042,48,Home loan,0,3,65,12948,1,Average,3
39,Yes,single,Lawyer,unknown,no,M,Pennsylvania,372,11917.8,129,95,own,rich,moderate,9539,44,car,5,6,61,5662,0,High,2
38,Yes,married,Entertainment,unknown,unknown,M,Pennsylvania,225,6737.87,99,73,own,little,moderate,6995,53,business,7,2,3,2799,0,Average,2
49,No,single,Doctor,no,no,M,Pennsylvania,175,29441.86,84,16,rent,NA,NA,7855,33,education,3,1,67,6030,0,Low,5
60,Yes,married,Marketing,no,yes,F,Pennsylvania,700,15147.88,72,55,own,moderate,moderate,5073,25,business,3,3,42,6779,0,Low,3
37,Yes,married,Artist,unknown,no,M,Pennsylvania,156.17,4659.56,116,77,own,little,moderate,9436,11,Home Appliances,7,3,65,15248,7,High,2
48,No,married,Engineer,no,no,M,Pennsylvania,65,9223.84,105,60,free,NA,moderate,15877,26,car,5,2,38,15583,3,High,2
37,No,divorced,Entertainment,unknown,no,F,Pennsylvania,568,24954.58,66,20,own,moderate,NA,3776,30,car,2,5,86,2576,1,Low,1
30,Yes,divorced,Artist,no,no,F,Pennsylvania,859,331956.14,127,80,own,little,moderate,16154,36,Home Appliances,2,1,15,25270,1,Average,4
32,No,married,Executive,no,no,M,Pennsylvania,200,12974.27,99,59,own,little,NA,12124,56,Home Appliances,5,1,4,8717,,High,2
30,Yes,married,Healthcare,no,no,F,Pennsylvania,485,8693.38,100,53,own,little,moderate,17312,6,Home loan,2,3,92,1438.3,8,Low,1
39,Yes,married,Executive,no,yes,M,Pennsylvania,58,5658.8,118,83,own,NA,NA,15185,10,car,5,1,87,33755,0,High,1
56,No,married,Healthcare,unknown,no,M,Pennsylvania,53000,1116.58,59,39,own,little,moderate,722,49,vacation/others,6,1,18,7282,7,Low,5
37,No,married,Healthcare,no,no,M,Pennsylvania,110,6555.66,60,30,rent,little,NA,12092,8,car,7,3,93,7260,0,Low,5
37,Yes,divorced,Lawyer,no,no,F,Puerto Rico,293.57,2133.38,145,86,free,little,moderate,11580,5,car,3,0,53,12952,3,High,2
41,No,married,Executive,no,no,M,Rhode Island,30,26.22,91,59,own,NA,little,18350,26,Home loan,4,1,7,5353,0,High,2
42,No,divorced,Doctor,no,no,M,South Carolina,5868,19988.14,80,3,own,quite rich,moderate,6425,51,business,5,5,38,11741,1,Low,5
52,Yes,married,Healthcare,unknown,no,M,South Carolina,60,7929.6,96,56,rent,moderate,moderate,13252,16,business,8,7,41,2609,9,Low,1
42,Yes,divorced,Artist,no,no,M,South Carolina,201.8,9502.7,109,83,own,little,rich,6669,38,education,3,1,41,11167,1,Average,4
58,Yes,divorced,Artist,no,no,M,South Carolina,596,1871.26,121,75,own,little,moderate,10525,37,car,2,1,6,20882,0,Average,2
32,Yes,married,Artist,no,no,M,South Carolina,7409.8,15576.7,107,61,own,little,NA,12888,59,car,7,0,29,34516,2,Low,1
26,No,married,Doctor,no,no,M,South Carolina,567,286407.78,69,35,own,quite rich,little,17139,22,Home Appliances,10,5,94,3071,7,Low,3
28,No,married,Entertainment,unknown,unknown,M,South Carolina,393,236471.75,56,30,own,NA,NA,13418,51,Home Appliances,3,1,81,2267,1,Low,1
31,Yes,single,Entertainment,no,no,F,South Carolina,207,11434.09,141,92,own,NA,little,16790,17,Home Appliances,4,0,72,6617,1,High,2
31,No,married,Healthcare,no,no,M,South Carolina,722,6153347.84,72,30,free,NA,little,1203,17,Home loan,5,0,2,3276,0,Low,5
27,No,single,Entertainment,unknown,no,M,South Carolina,760,433482.46,88,20,own,quite rich,little,16159,43,Home loan,7,6,83,10097,1,Low,2
37,Yes,married,Artist,no,yes,M,South Dakota,780,102.18,97,56,own,quite rich,moderate,12759,30,car,6,6,0,8260,8,Low,1
32,,single,,no,no,M,South Dakota,50,965.09,115,,own,little,little,11780,2,Home Appliances,3,1,51,5776,,Average,2
33,No,married,,no,no,F,South Dakota,400.96,17003.84,66,32,own,little,NA,12196,25,car,4,3,19,1438.3,8,Low,1
35,Yes,single,Entertainment,no,yes,F,South Dakota,4155,125507.73,147,97,free,little,NA,10894,54,Home loan,2,3,58,7207,5,High,
32,Yes,married,Entertainment,no,no,M,South Dakota,10000,132197.44,89,70,free,little,rich,15941,18,car,3,3,2,2106,0,Low,2
43,No,married,Doctor,unknown,yes,F,South Dakota,501,65759.37,62,41,own,NA,moderate,551,23,Home loan,0,2,68,21158,0,Low,3
32,Yes,married,Artist,no,no,F,Tennessee,344,84235.3,118,74,own,little,little,10286,9,car,1,2,94,22906,0,Average,2
31,Yes,single,Doctor,no,no,M,Tennessee,860,246292.37,105,73,own,little,little,13138,3,Home Appliances,4,2,9,2648,,Low,1
51,Yes,married,Entertainment,no,no,F,Tennessee,1000,32178.38,97,52,free,little,moderate,9496,37,repairs,0,2,49,30702,0,Low,5
38,Yes,single,Entertainment,unknown,no,F,Tennessee,130,6.87,111,74,own,little,moderate,15197,14,car,5,3,15,34516,,Average,4
40,No,divorced,Healthcare,no,no,M,Tennessee,3264,217865.11,73,7,rent,little,little,4453,51,car,3,2,82,17054,0,Low,6
42,No,divorced,Executive,unknown,yes,M,Tennessee,805.04,593110.76,101,66,rent,NA,moderate,14335,24,car,4,1,84,16317,1,High,2
45,Yes,married,Artist,unknown,no,M,Tennessee,100,30861.81,105,61,own,little,little,13325,8,education,3,3,45,3761,13,Low,1
35,No,single,Healthcare,no,no,M,Tennessee,9600,422369.24,73,13,own,little,NA,1159,33,Home loan,3,0,22,2173,1,Low,4
40,Yes,married,Artist,no,no,M,Tennessee,27,19345.91,99,60,rent,little,NA,16464,57,Home loan,4,3,93,15845,1,Low,4
44,No,single,Entertainment,no,no,M,Tennessee,4949,47133.62,68,29,free,moderate,NA,15829,10,Home Appliances,4,7,44,8061,8,Low,1
31,Yes,married,Artist,no,no,M,Texas,204,18488.66,73,56,own,NA,NA,14985,19,Home Appliances,4,0,15,34516,0,Low,4
30,Yes,married,Entertainment,no,no,M,Texas,1080,84088.09,112,60,own,rich,NA,7185,30,car,3,10,24,19430,,Average,4
33,Yes,married,Homemaker,unknown,no,M,Texas,64688,157333.33,81,66,own,quite rich,moderate,4703,35,Home Appliances,9,4,46,19127,1,Low,1
28,Yes,married,Entertainment,unknown,no,M,Texas,758,212364.95,104,55,own,NA,moderate,12838,10,Home Appliances,4,0,66,2708,8,Low,1
36,Yes,married,Entertainment,unknown,no,F,Texas,381.49,9085.85,99,57,rent,little,rich,8576,59,Home Appliances,0,3,15,23566,,Low,
49,Yes,divorced,Artist,unknown,no,M,Texas,760,32677.25,106,75,own,rich,rich,1266,38,car,4,11,17,2532,9,Low,1
31,Yes,married,Healthcare,no,no,F,Texas,865.06,1405.19,108,57,free,little,moderate,2451,43,Home Appliances,3,2,6,9829,,Low,4
45,No,divorced,Entertainment,no,no,M,Texas,1965,351.28,82,17,own,little,little,17028,32,Home Appliances,3,1,12,7226,1,Low,6
29,Yes,married,Artist,no,no,M,Texas,198,45738.78,112,73,own,little,little,6771,20,Home loan,6,3,34,4072,,Average,2
34,Yes,single,Engineer,no,no,M,Texas,120,2668.35,150,96,own,little,NA,15305,23,Home loan,2,2,62,21646,5,High,2
45,No,married,Doctor,unknown,no,F,Texas,1790,329867.86,60,42,own,moderate,moderate,10914,20,business,3,3,82,1438.3,9,Low,4
30,Yes,single,Artist,no,no,F,Texas,15000,324551.5,108,62,own,little,little,10073,43,car,2,0,39,14046,8,Low,2
38,Yes,married,Engineer,no,no,M,Texas,846,37022.03,140,87,own,moderate,NA,7358,25,car,7,5,2,25620,0,High,2
33,Yes,married,Doctor,no,no,M,Texas,310,47698.69,96,59,own,little,little,9287,28,Home loan,6,0,80,34516,7,Low,1
46,No,married,Lawyer,no,no,M,Texas,135,7768,69,36,own,rich,NA,3400,35,Home Appliances,3,8,96,21358,2,Low,3
41,Yes,divorced,Marketing,no,no,M,Texas,945,5123.11,101,68,own,moderate,NA,6485,48,Home Appliances,5,8,12,1856,,Low,4
44,Yes,single,Artist,no,no,F,Texas,3000,16860.24,95,77,own,little,NA,8088,55,Home Appliances,3,0,96,1438.3,2,Low,3
32,Yes,married,Artist,unknown,no,F,Texas,1852,32180.42,101,54,own,little,rich,15373,11,Home Appliances,2,2,94,2586,,Low,1
46,Yes,married,Artist,no,no,M,Utah,7995,864029.42,97,77,own,rich,moderate,1615,58,car,4,8,44,3281,0,Average,2
35,Yes,married,Healthcare,no,unknown,M,Utah,39,1422.5,98,61,rent,moderate,moderate,9019,5,business,9,6,84,7115,1,Low,5
44,Yes,married,Artist,no,no,M,Utah,86.26,199291.43,82,60,own,little,little,6921,32,Home loan,4,0,69,13220,5,Low,4
35,No,married,Lawyer,no,no,M,Utah,620,24929.56,61,34,own,moderate,little,2306,2,repairs,5,5,33,5996,1,Low,1
39,No,single,Entertainment,unknown,no,F,Utah,299,17353.93,63,24,rent,little,little,17788,55,education,1,3,78,9080,2,Low,2
52,Yes,married,Artist,no,no,F,Utah,5.71,28364.69,108,61,own,moderate,moderate,11702,29,car,2,1,3,7563,8,Average,2
44,Yes,married,Doctor,unknown,no,M,Utah,300,2320.85,79,69,own,NA,NA,8122,19,Home Appliances,7,3,83,8749,0,Low,1
53,Yes,married,Entertainment,unknown,no,M,Utah,1584.28,8479.21,118,76,own,moderate,NA,1300,34,Home Appliances,7,5,47,14973,2,Average,2
33,Yes,divorced,Marketing,no,no,M,Vermont,306,80639.03,98,60,own,little,NA,3941,2,car,4,2,80,7108,,Low,1
41,Yes,single,Healthcare,unknown,no,M,Vermont,100.85,958.6,102,62,own,quite rich,NA,280,24,domestic appliances,6,6,55,23007,1,Low,2
33,Yes,single,Artist,no,no,F,Vermont,63000,58955.74,96,68,free,little,moderate,12627,41,car,5,3,61,24248,0,Low,2
46,No,single,Lawyer,no,unknown,M,Vermont,3990,2263.4,73,4,own,quite rich,NA,16412,13,car,5,5,50,11617,0,Low,2
38,No,married,Healthcare,unknown,no,F,Vermont,184,3741.94,54,25,free,quite rich,NA,7073,33,Home loan,4,1,76,30428,1,Low,4
44,No,divorced,Artist,no,yes,M,Virgin Islands,27,24468.47,109,32,own,little,little,6096,27,Home loan,4,0,16,6805,1,Average,2
57,Yes,unknown,Homemaker,no,no,M,Virginia,63000,297.14,107,60,free,rich,moderate,13098,10,Home loan,4,7,45,14257,10,Low,1
45,No,married,Lawyer,unknown,no,M,Virginia,159,59095.31,91,65,own,little,NA,12038,32,Home loan,7,3,98,34516,0,High,7
55,Yes,married,Healthcare,unknown,no,M,Virginia,69456,127237.67,97,69,own,little,moderate,14416,26,business,3,2,50,5719,1,Low,3
26,Yes,married,Artist,no,no,M,Virginia,500,49114.94,112,65,own,little,little,18457,43,car,6,2,47,9517,1,Average,4
38,Yes,divorced,Artist,no,no,M,Virginia,785,8339.39,108,64,own,little,NA,3277,58,Home loan,4,1,88,5317,1,Low,1
41,No,married,Entertainment,no,no,M,Virginia,500,120365.32,86,43,own,little,moderate,7900,53,Home loan,3,3,45,2526,1,Average,4
53,Yes,divorced,Entertainment,no,no,F,Virginia,550,281540.44,99,65,rent,little,moderate,17493,13,Home Appliances,3,1,30,2971,,Low,2
42,No,divorced,Healthcare,no,no,M,Virginia,285,34919.79,63,28,own,little,little,2563,33,education,4,3,93,6834,8,Low,4
56,Yes,married,Artist,unknown,no,M,Virginia,680,311029.08,99,71,own,NA,NA,15594,20,car,3,2,9,3002,8,Average,2
41,Yes,married,Artist,no,no,M,Virginia,309,40308.51,112,71,own,little,little,7651,23,Home loan,7,0,4,16727,1,High,2
49,Yes,married,Artist,no,no,F,Virginia,1664,43123.78,104,70,own,quite rich,little,3328,9,Home Appliances,3,3,33,4573,13,Low,1
31,Yes,married,Healthcare,no,no,M,Virginia,100,3976.24,75,62,free,little,NA,12083,52,Home Appliances,6,0,82,15410,14,Low,4
37,No,married,Doctor,no,no,F,Virginia,45000,324551.5,74,25,own,little,little,373,38,car,3,2,68,3299,,Low,4
40,Yes,married,Lawyer,unknown,no,M,Virginia,145.96,4053.02,100,62,own,little,NA,17998,11,business,4,0,88,13453,0,Low,3
43,Yes,married,Artist,no,no,M,Washington,350.36,11009.04,87,52,own,little,moderate,3322,33,business,7,3,16,6362,1,Low,2
48,Yes,married,Artist,unknown,no,F,Washington,1714.66,6828.5,76,54,own,NA,little,5322,50,car,5,2,85,2679,0,Low,1
45,Yes,married,Artist,no,no,M,Washington,1798,27849.3,117,87,rent,rich,NA,16652,12,Home loan,4,10,56,4369,1,High,2
49,No,married,Homemaker,no,no,M,Washington,1500,70773.14,52,34,own,little,moderate,6136,3,car,3,3,8,1721,9,Low,1
52,No,married,Doctor,no,no,F,Washington,66,515982.16,74,48,rent,little,NA,17774,52,Home Appliances,3,1,100,2196,2,Low,4
35,No,married,Doctor,unknown,no,M,Washington,150,4624.37,93,40,own,little,moderate,10379,55,car,6,0,67,2845,,Average,4
52,Yes,married,Artist,no,no,M,Washington,276.29,9822.52,85,51,own,little,moderate,15246,19,car,3,1,79,21144,0,Low,1
59,No,married,Lawyer,unknown,no,F,Washington,250,18195.84,51,32,own,moderate,little,5344,41,Home Appliances,4,0,64,3952,0,Low,1
34,Yes,single,Engineer,no,no,F,Washington,1148,589595.95,98,73,own,little,moderate,991,44,Home loan,2,2,34,3518,0,Low,3
33,No,single,Entertainment,no,unknown,M,Washington,289,15312.14,102,57,own,rich,NA,7983,35,business,6,8,51,17343,3,Average,2
34,Yes,married,Executive,no,yes,M,Washington,550,5484.08,133,74,own,moderate,moderate,6970,43,business,10,5,27,3498,0,High,4
33,Yes,married,Artist,no,no,M,Washington,50,6820.36,120,71,own,little,moderate,10901,13,business,5,2,16,9121,1,Average,2
46,Yes,married,Homemaker,no,yes,F,Washington,2650,227209.32,91,51,free,little,NA,3834,45,Home Appliances,5,1,42,20230,,Low,1
37,No,single,Artist,no,no,M,Washington,387,12295.7,84,12,own,moderate,moderate,4958,27,Home Appliances,6,6,5,15422,0,Low,2
35,No,married,Artist,no,yes,M,Washington,50,6191.4,50,46,own,little,moderate,3066,5,education,5,2,81,9132,11,Low,2
41,No,married,Executive,no,no,M,Washington,1900,1896.41,97,44,own,little,NA,9673,27,Home Appliances,3,1,60,8054,9,Average,3
39,Yes,married,Artist,unknown,no,M,Washington,53,451819.36,104,56,own,moderate,moderate,1504,51,Home loan,8,7,35,1640,1,Low,1
52,Yes,married,Lawyer,unknown,unknown,M,Washington,58789,157333.33,120,79,free,NA,moderate,6746,22,car,6,3,10,8739,8,High,2
46,No,divorced,Lawyer,no,no,M,Washington,53000,1414.68,82,10,free,little,moderate,8307,22,Home loan,3,0,53,1818,7,Low,
41,No,married,Lawyer,no,yes,M,Washington,687,3387.97,64,42,own,quite rich,NA,14232,58,education,6,6,59,24949,0,Low,1
57,Yes,married,Artist,unknown,no,M,Washington,1698,3173.71,108,60,own,little,little,14446,41,car,6,3,65,3115,0,Low,3
54,Yes,married,Artist,no,unknown,M,Wisconsin,1219,69400.01,114,72,own,little,NA,3956,37,business,6,2,81,29695,,Average,3
38,Yes,single,Doctor,unknown,yes,F,Wisconsin,1,33984.87,102,77,own,little,little,2163,55,education,3,3,58,7261,0,Low,1
48,No,married,,no,yes,F,Wisconsin,3395,78900.6,75,28,own,little,NA,14249,13,car,4,0,31,1621,11,Low,2
59,No,married,Healthcare,no,no,F,Wisconsin,2653.14,36537.44,64,47,own,little,little,17646,9,car,0,2,86,33472,8,Low,3
42,No,divorced,Executive,unknown,no,M,Wisconsin,50,344070.53,99,34,own,little,NA,6313,50,Home loan,4,2,13,11512,,Average,2
45,Yes,married,Artist,no,yes,M,Wisconsin,11700,40123.48,77,61,rent,little,moderate,9717,46,domestic appliances,4,2,91,12463,1,Low,4
40,No,single,Healthcare,no,no,F,Wisconsin,25000,324551.5,121,64,free,little,little,10283,14,business,2,3,22,8511,1,High,
50,Yes,married,Artist,no,no,M,Wisconsin,420,4834.12,113,63,own,rich,NA,10622,25,car,2,8,94,4821,0,Average,2
49,Yes,married,Lawyer,unknown,no,F,Wisconsin,2542.42,3622.33,88,60,own,NA,NA,1515,35,Home Appliances,4,0,63,2480,0,Low,1
45,No,married,Executive,no,no,F,Wisconsin,4000,24565.95,92,62,own,NA,NA,521,28,Home Appliances,3,4,6,34516,0,High,3
42,Yes,married,Healthcare,no,no,F,Wyoming,1000,191943.69,70,54,own,little,little,3782,52,business,0,1,52,8596,1,Low,5
36,Yes,married,Executive,no,no,F,Wyoming,4200,474597.19,116,74,own,little,rich,12360,18,business,4,3,60,7223,,High,4
41,Yes,divorced,Healthcare,unknown,no,M,Alabama,147,3874.41,121,87,own,NA,NA,16740,15,Home Appliances,4,0,32,1629,0,Average,4
47,No,married,Healthcare,no,no,M,Alabama,7500,244951.28,51,43,rent,NA,moderate,15889,14,education,7,1,9,17116,5,Low,4
45,Yes,married,Artist,no,no,M,Alabama,100,4445.81,111,72,rent,little,little,11961,33,business,4,3,64,7216,1,Average,2
44,Yes,married,,unknown,no,M,Alabama,10000,40186.67,119,74,own,little,rich,12233,23,Home Appliances,7,2,39,28397,0,Average,4
34,No,married,Executive,unknown,no,F,Alabama,129,115490.5,115,70,own,little,little,5298,22,Home loan,3,4,57,13720,2,High,5
39,No,married,Executive,no,no,M,Alabama,50,42854.87,117,58,own,little,NA,10219,58,car,7,3,29,7553,0,High,3
45,No,married,Engineer,unknown,no,M,Alabama,1682,5462.43,99,50,own,little,moderate,5454,36,Home Appliances,6,0,2,2952,9,Average,1
48,Yes,married,Lawyer,no,no,M,Alabama,279,23622.27,121,86,own,NA,little,18366,22,education,6,2,97,11229,0,High,2
31,No,single,Artist,no,no,M,Alabama,24000,733.4,90,49,own,little,NA,11632,20,Home Appliances,4,3,96,7109,0,Average,2
45,Yes,married,Healthcare,unknown,no,M,Alabama,4190,176.56,108,63,free,NA,NA,6192,55,business,4,3,38,1862,0,Low,1
36,No,married,Artist,unknown,no,F,Alaska,218,968.05,92,54,own,little,NA,5123,41,car,1,1,100,4511,1,Average,5
40,No,divorced,Artist,no,no,M,Alaska,175,20453.95,94,47,own,little,NA,17098,21,repairs,3,3,36,2533,1,Average,2
34,Yes,married,Artist,no,no,M,Alaska,100,740.2,103,54,own,rich,moderate,11116,47,Home Appliances,2,10,70,2016,1,Low,
33,Yes,married,Artist,no,no,M,Arizona,500,20092.68,91,65,rent,little,little,14940,24,Home loan,4,1,97,3893,0,Average,4
